iter	Passed	Remaining
1388	111626	531292
1389	111709	531221
1390	111783	531110
1391	111862	531024
1392	111930	530885
1393	112015	530828
1394	112090	530724
1395	112173	530652
1396	112242	530522
1397	112311	530387
1398	112389	530295
1399	112465	530195
1400	112554	530154
1401	112611	529965
1402	112696	529905
1403	112760	529751
1404	112840	529665
1405	112922	529595
1406	112994	529476
1407	113066	529355
1408	113133	529214
1409	113204	529091
1410	113256	528880
1411	113316	528703
1412	113406	528668
1413	113491	528610
1414	113571	528530
1415	113658	528481
1416	113731	528365
1417	113805	528254
1418	113884	528172
1419	113969	528110
1420	114043	528003
1421	114128	527946
1422	114203	527842
1423	114281	527749
1424	114359	527658
1425	114431	527542
1426	114509	527449
1427	114596	527402
1428	114675	527312
1429	114756	527238
1430	114829	527126
1431	114915	527069
1432	114990	526965
1433	115070	526883
1434	115140	526757
1435	115213	526642
1436	115290	526550
1437	115375	526491
1438	115450	526385
1439	115520	526261
1440	115606	526205
1441	115679	526092
1442	115761	526021
1443	115831	525894
1444	115914	525826
1445	115985	525703
1446	116048	525545
1447	116113	525399
1448	116202	525355
1449	116278	525258
1450	116362	525193
1451	116440	525105
1452	116513	524993
1453	116596	524923
1454	116663	524784
1455	116737	524678
1456	116817	524596
1457	116894	524501
1458	116965	524380
1459	117047	524310
1460	117134	524259
1461	117220	524202
1462	117311	524171
1463	117385	524065
1464	117472	524015
1465	117554	523944
1466	117624	523820
1467	117710	523763
1468	117786	523665
1469	117865	523579
1470	117945	523499
1471	118017	523381
1472	118095	523293
1473	118175	523211
1474	118261	523157
1475	118348	523108
1476	118415	522967
1477	118489	522862
1478	118576	522811
1479	118644	522676
1480	118719	522573
1481	118780	522411
1482	118861	522334
1483	118935	522227
1484	119008	522115
1485	119075	521975
1486	119153	521889
1487	119222	521759
1488	119294	521643
1489	119367	521533
1490	119449	521461
1491	119524	521358
1492	119596	521242
1493	119670	521134
1494	119739	521006
1495	119824	520946
1496	119905	520872
1497	119983	520783
1498	120076	520760
1499	120157	520682
1500	120235	520593
1501	120298	520441
1502	120377	520353
1503	120453	520256
1504	120537	520195
1505	120620	520124
1506	120710	520087
1507	120802	520059
1508	120878	519963
1509	120964	519905
1510	121036	519793
1511	121101	519646
1512	121174	519534
1513	121254	519457
1514	121334	519374
1515	121407	519263
1516	121492	519207
1517	121569	519113
1518	121656	519062
1519	121737	518986
1520	121818	518909
1521	121894	518813
1522	121977	518744
1523	122060	518678
1524	122139	518592
1525	122213	518485
1526	122286	518375
1527	122362	518280
1528	122438	518181
1529	122523	518123
1530	122599	518023
1531	122674	517925
1532	122743	517795
1533	122818	517694
1534	122900	517624
1535	122983	517556
1536	123050	517422
1537	123116	517281
1538	123202	517226
1539	123263	517067
1540	123340	516971
1541	123421	516896
1542	123494	516787
1543	123575	516712
1544	123651	516617
1545	123732	516540
1546	123809	516447
1547	123892	516379
1548	123956	516231
1549	124020	516085
1550	124086	515946
1551	124157	515827
1552	124246	515786
1553	124339	515759
1554	124428	515718
1555	124508	515637
1556	124583	515536
1557	124651	515409
1558	124726	515306
1559	124784	515134
1560	124861	515042
1561	124942	514968
1562	125017	514869
1563	125089	514753
1564	125166	514662
1565	125245	514579
1566	125331	514524
1567	125413	514449
1568	125487	514345
1569	125556	514222
1570	125638	514149
1571	125709	514035
1572	125792	513964
1573	125863	513850
1574	125938	513750
1575	126014	513653
1576	126089	513554
1577	126168	513468
1578	126256	513421
1579	126331	513320
1580	126410	513238
1581	126487	513144
1582	126561	513040
1583	126638	512949
1584	126718	512871
1585	126790	512757
1586	126865	512657
1587	126947	512586
1588	127033	512529
1589	127111	512445
1590	127190	512359
1591	127269	512275
1592	127355	512218
1593	127435	512140
1594	127512	512047
1595	127590	511960
1596	127661	511846
1597	127740	511762
1598	127824	511697
1599	127899	511598
1600	127967	511470
1601	128026	511307
1602	128097	511189
1603	128156	511028
1604	128228	510917
1605	128302	510814
1606	128363	510659
1607	128445	510587
1608	128525	510508
1609	128589	510363
1610	128664	510265
1611	128742	510177
1612	128814	510066
1613	128887	509960
1614	128964	509869
1615	129050	509811
1616	129124	509711
1617	129209	509649
1618	129289	509570
1619	129356	509439
1620	129434	509353
1621	129517	509285
1622	129600	509218
1623	129681	509144
1624	129763	509071
1625	129846	509002
1626	129926	508925
1627	130005	508841
1628	130082	508751
1629	130152	508632
1630	130240	508586
1631	130327	508532
1632	130396	508412
1633	130471	508313
1634	130546	508212
1635	130620	508111
1636	130696	508013
1637	130768	507903
1638	130838	507786
1639	130911	507679
